|||||||||||||||||||||||||||||||||***SIMULATION: detonation***||||||||||||||||||||||||||||||||||
Sanpshot time = 1.32. Timestep = 3188. Run time = 5 seconds
No. of cells = 1000
#Position	 Density	 Velocity	 Pressure	 Specific_Volume I_Energy	 Temperature	 Species
-0.001	0.769581	0.000279467	1.9988	1.29941	6.49313	0	9.36807e-08	0	0	0	0	0	0	0	0	
0	0.769611	9.36081e-05	1.99881	1.29936	6.49292	0	9.64347e-08	0	0	0	0	0	0	0	0	
0.001	0.769611	-9.36081e-05	1.99881	1.29936	6.49292	2.59717	9.64347e-08	0	0	0	0	0	0	0	0	
0.002	0.769581	-0.000279467	1.9988	1.29941	6.49313	2.59725	9.36807e-08	0	0	0	0	0	0	0	0	
0.003	0.768463	-0.000465957	1.99878	1.3013	6.50252	2.60101	9.89196e-08	0	0	0	0	0	0	0	0	
0.004	0.769004	-0.00065337	1.99875	1.30038	6.49785	2.59914	9.78245e-08	0	0	0	0	0	0	0	0	
0.005	0.766536	-0.000842102	1.99871	1.30457	6.51865	2.60746	9.59424e-08	0	0	0	0	0	0	0	0	
0.006	0.765274	-0.00103243	1.99867	1.30672	6.52925	2.6117	8.93202e-08	0	0	0	0	0	0	0	0	
0.007	0.765876	-0.00122458	1.99861	1.3057	6.52395	2.60958	9.26198e-08	0	0	0	0	0	0	0	0	
0.008	0.767381	-0.00141877	1.99855	1.30313	6.51095	2.60438	9.24555e-08	0	0	0	0	0	0	0	0	
0.009	0.769228	-0.00161514	1.99849	1.3	6.4951	2.59804	9.17097e-08	0	0	0	0	0	0	0	0	
0.01	0.771096	-0.00181378	1.99841	1.29685	6.47913	2.59165	9.19279e-08	0	0	0	0	0	0	0	0	
0.011	0.772769	-0.00201472	1.99834	1.29405	6.46485	2.58594	9.58492e-08	0	0	0	0	0	0	0	0	
0.012	0.774182	-0.00221794	1.99825	1.29169	6.4528	2.58112	9.40863e-08	0	0	0	0	0	0	0	0	
0.013	0.775287	-0.00242334	1.99817	1.28984	6.44332	2.57733	9.39568e-08	0	0	0	0	0	0	0	0	
0.014	0.776067	-0.0026308	1.99808	1.28855	6.43656	2.57462	9.42668e-08	0	0	0	0	0	0	0	0	
